A	a
kościelne	k o si . tsi ee l . n e
kościelnych	k o si . tsi ee l . n y x
kościoła	k o si . tsi oo . w a
kościołów	k o si . tsi oo . w u f
kościołów	k o si . tsi oo . w u v
Kościół	k oo si . tsi u w
kpił	k p ii w
kradnie	k r aa . d ni e
kradzie	k r aa . dzi e
kradzieże	k r a . dzi ee . rZ e
kradzieży	k r a . dzi ee . rZ y
kraine	k r a . ii . n e
kraj	k r aa j
krajach	k r aa . j a x
krajami	k r a . j aa . m i
kraje	k r aa . j e
krajem	k r aa . j e m
krajowe	k r a . j oo . v e
krajowego	k r a . j o . v ee . g o
Krajowej	k r a . j oo . v e j
krajowy	k r a . j oo . v y
krajowych	k r a . j oo . v y x
krajowym	k r a . j oo . v y m
kraju	k r aa . j u
krajów	k r aa . j u f
krajów	k r aa . j u v
Krakowa	k r a . k oo . v a
Krakowem	k r a . k oo . v e m
Krakowie	k r a . k oo v . j e
Krakowscy	k r a . k oo . f s ts y
krakowska	k r a . k oo . f s k a
Krakowskie	k r a . k oo f s . c j e
krakowskiej	k r a . k oo f s . c j e j
krakowskim	k r a . k oo . f s c i m
Krakowskimprof	k r a . k o . f s c ii m . p r o f
Krakowskimprof	k r a . k o . f s c ii m . p r o v
krakowską	k r a . k oo . f s k o w_
Krasnodębski	k r a s . n o . d ee m p . s c i
Krasnodębskiego	k r a s . n o . d e m p . s c j ee . g o
Krasulski	k r a . s uu l . s c i
Krasulskiego	k r a . s u l . s c j ee . g o
kratką	k r aa . t k o w_
Krauze	k r aa w . z e
Krauzego	k r a w . z ee . g o
Krawczyk	k r aa f . tSz y g
Krawczyk	k r aa f . tSz y k
kreatywną	k r e . a . t yy v . n o w_
kreatżywności	k r e . a . d rZ y v . n oo si . tsi i
kredowej	k r e . d oo . v e j
kredyt	k r ee . d y d
kredyt	k r ee . d y t
kredytobiorca	k r e . d y . t o . b j oo r . ts a
kredytowa	k r e . d y . t oo . v a
kredytowania	k r e . d y . t o . v aa . ni a
kredytowej	k r e . d y . t oo . v e j
kredytu	k r e . d yy . t u
kredyty	k r e . d yy . t y
kregach	k r ee . g a x
kregosłup	k r e . g oo . s w u b
kregosłup	k r e . g oo . s w u p
kregosłupa	k r e . g o . s w uu . p a
kregów	k r ee . g u f
kregów	k r ee . g u v
krematorium	k r e . m a . t oo r . j u m
krematoriów	k r e . m a . t oo r . j u f
krematoriów	k r e . m a . t oo r . j u v
Kremla	k r ee m . l a
kreowany	k r e . o . v aa . n y
kres	k r ee s
kres	k r ee z
krew	k r ee f
krew	k r ee v
krewetkę	k r e . v ee . t k e
Krewny	k r ee v . n y
krewnych	k r ee v . n y x
krewnymi	k r e v . n yy . m i
krok	k r oo g
krok	k r oo k
kroki	k r oo . c i
krokiem	k r oo . c j e m
Kropka	k r oo . p k a
kroplówkami	k r o . p l u f . k aa . m i
krotnie	k r oo . t ni e
krową	k r oo . v o w_
kroście	k r oo si . tsi e
Krośnie	k r oo si . ni e
kruszenia	k r u . Sz ee . ni a
Kruszenie	k r u . Sz ee . ni e
Krwawy	k r f aa . v y
krwi	k r f ii
krwią	k r f j oo w_
kryje	k r yy . j e
kryl	k r yy l
kryla	k r yy . l a
kryli	k r yy . l i
kryptonimie	k r y . p t o . ni ii m . j e
Krystian	k r yy s . t j a n
Krystyna	k r y s . t yy . n a
kryteria	k r y . t ee r . j a
kryterium	k r y . t ee r . j u m
kryty	k r yy . t y
krytycy	k r y . t yy . ts y
krytycznie	k r y . t yy . tSz ni e
krytyczny	k r y . t yy . tSz n y
krytycznym	k r y . t yy . tSz n y m
Krytyk	k r yy . t y g
Krytyk	k r yy . t y k
krytyke	k r y . t yy . k e
krytyki	k r y . t yy . c i
krytykowanego	k r y . t y . k o . v a . n ee . g o
krytykowanej	k r y . t y . k o . v aa . n e j
krytykowały	k r y . t y . k o . v aa . w y
krytykuje	k r y . t y . k uu . j e
krytykują	k r y . t y . k uu . j o w_
kryzysem	k r y . z yy . s e m
kryzysie	k r y . z yy . si e
kryzysowych	k r y . z y . s oo . v y x
kryzysu	k r y . z yy . s u
Kryłowo	k r y . w oo . v o
Krzeminski	k Sz e . m ii w_ . s c i
krzepi	k Sz ee . p i
krzeseł	k Sz ee . s e w
krzewienia	k Sz e v . j ee . ni a
Krzy	k Sz yy
krzyczea	k Sz y . tSz ee . a
krzyem	k Sz yy . e m
Krzysiek	k Sz yy . si e g
Krzysiek	k Sz yy . si e k
Krzysztof	k Sz yy Sz . t o f
Krzysztof	k Sz yy Sz . t o v
Krzysztofa	k Sz y Sz . t oo . f a
Krzysztofem	k Sz y Sz . t oo . f e m
Krzysztofowi	k Sz y Sz . t o . f oo . v i
Krzysztoszek	k Sz y Sz . t oo . Sz e g
Krzysztoszek	k Sz y Sz . t oo . Sz e k
krzywdząc	k Sz yy v . dz o n dz
krzywdząc	k Sz yy v . dz o n ts
krzywdzące	k Sz y v . dz oo n . ts e
krzywdzący	k Sz y v . dz oo n . ts y
krzywo	k Sz yy . v o
Krzywonos	k Sz y . v oo . n o s
Krzywonos	k Sz y . v oo . n o z
Krzyż	k Sz yy rZ
Krzyż	k Sz yy Sz
krzyża	k Sz yy . rZ a
krzyżem	k Sz yy . rZ e m
Krzyżowej	k Sz y . rZ oo . v e j
krzyżu	k Sz yy . rZ u
krzyży	k Sz yy . rZ y
krócej	k r uu . ts e j
króla	k r uu . l a
Królestwie	k r u . l ee s . t f j e
królewieckiego	k r u . l e v . j e . ts c j ee . g o
Królewski	k r u . l ee . f s c i
Królewskiego	k r u . l e f s . c j ee . g o
królów	k r uu . l u f
królów	k r uu . l u v
krótka	k r uu . t k a
Krótki	k r uu . t c i
krótkich	k r uu . t c i x
krótkie	k r uu . t c j e
krótkim	k r uu . t c i m
krótko	k r uu . t k o
krótką	k r uu . t k o w_
krąenia	k r ee . ni a
ks	g z
ks	k s
Ksiea	k si ee . a
ksiedza	k si ee . dz a
ksiegi	k si ee . gi i
ksiące	k si oo n . ts e
ksiądz	k si oo n dz
ksiądz	k si oo n ts
ksiąek	k si ee g
ksiąek	k si ee k
ksiąka	k si oo N_ . k a
ksiąkach	k si oo N_ . k a x
ksiąkami	k si o N_ . k aa . m i
ksiąke	k si oo N_ . k e
ksiąki	k si oo N_ . c i
ksiąkom	k si oo N_ . k o m
książek	k si oo w_ . rZ e g
książek	k si oo w_ . rZ e k
książkach	k si oo w_ . Sz k a x
książkami	k si o w_ . Sz k aa . m i
książki	k si oo w_ . Sz c i
książkę	k si oo w_ . Sz k e
książąt	k si oo w_ . rZ o n d
książąt	k si oo w_ . rZ o n t
księdzem	k si ee n . dz e m
księgowość	k si e N_ . g oo . v o si tsi
księgowość	k si e N_ . g oo . v o zi dzi
księży	k si ee w_ . rZ y
Księżyc	k si ee w_ . rZ y dz
Księżyc	k si ee w_ . rZ y ts
Księżyca	k si e w_ . rZ yy . ts a
kształcenia	k Sz t a w . ts ee . ni a
kształtowaa	k Sz t a w . t o . v aa . a
kształtować	k Sz t a w . t oo . v a dzi
kształtować	k Sz t a w . t oo . v a tsi
kształtuje	k Sz t a w . t uu . j e
kto	k t oo
ktoś	k t oo si
ktoś	k t oo zi
która	k t uu . r a
którakolwiek	k t u . r a . k oo l . v j e g
którakolwiek	k t u . r a . k oo l . v j e k
które	k t uu . r e
którego	k t u . r ee . g o
której	k t uu . r e j
któremu	k t u . r ee . m u
który	k t uu . r y
których	k t uu . r y x
którym	k t uu . r y m
którymi	k t u . r yy . m i
którzy	k t uu . rZ y
którą	k t uu . r o w_
ku	k uu
Kuba	k uu . b a
Kubicka	k u . b ii . ts k a
Kubie	k uu . b j e
Kublik	k uu . b l i g
Kublik	k uu . b l i k
Kucharczyk	k u . x aa r . tSz y g
Kucharczyk	k u . x aa r . tSz y k
Kuchni	k uu x . ni i
kuchnie	k uu x . ni e
Kuffel	k uu . f e l
kujawsko	k u . j aa . f s k o
Kukulski	k u . k uu l . s c i
Kukulskich	k u . k uu l . s c i x
Kukulskiego	k u . k u l . s c j ee . g o
Kukuryk	k u . k uu . r y g
Kukuryk	k u . k uu . r y k
kula	k uu . l a
kulke	k uu l . k e
kultur	k uu l . t u r
Kulturowego	k u l . t u . r o . v ee . g o
kultury	k u l . t uu . r y
kulturze	k u l . t uu . rZ e
kulturą	k u l . t uu . r o w_
kultywowania	k u l . t y . v o . v aa . ni a
kuluarach	k u . l u . aa . r a x
kumplowi	k u m . p l oo . v i
kup	k uu b
kup	k uu p
kupić	k uu . p i dzi
kupić	k uu . p i tsi
kupił	k uu . p i w
kupowane	k u . p o . v aa . n e
kupować	k u . p oo . v a dzi
kupować	k u . p oo . v a tsi
kupował	k u . p oo . v a w
kupując	k u . p uu . j o n dz
kupując	k u . p uu . j o n ts
kupujący	k u . p u . j oo n . ts y
kuratorium	k u . r a . t oo r . j u m
kuratorzy	k u . r a . t oo . rZ y
Kurs	k uu r s
Kurs	k uu r z
Kurskiego	k u r . s c j ee . g o
kursu	k uu r . s u
Kushner	k uu . s x n e r
Kushnera	k u . s x n ee . r a
kutrów	k uu . t r u f
kutrów	k uu . t r u v
kw	g v
kw	k f
kwadratowych	k f a . d r a . t oo . v y x
kwalifikacje	k f a . l i . f i . k aa . ts j e
kwalifikacjom	k f a . l i . f i . k aa . ts j o m
kwalifikują	k f a . l i . f i . k uu . j o w_
kwalifikujące	k f a . l i . f i . k u . j oo n . ts e
Kwaniewski	k f a . ni ee . f s c i
Kwaniewskiego	k f a . ni e f s . c j ee . g o
kwartale	k f a r . t aa . l e
kwatery	k f a . t ee . r y
kwest	k f ee s t
kwest	k f ee z d
kwestia	k f ee s . t j a
kwestiach	k f ee s . t j a x
kwestionowaniem	k f e s . t j o . n o . v aa . ni e m
kwestionują	k f e s . t j o . n uu . j o w_
kwestią	k f ee s . t j o w_
Kwiatki	k f j aa . t c i
kwiatowych	k f j a . t oo . v y x
kwiatów	k f j aa . t u f
kwiatów	k f j aa . t u v
Kwidzynie	k f i . dz yy . ni e
kwietnia	k f j ee . t ni a
kwietniowe	k f j e . t ni oo . v e
kwietniu	k f j ee . t ni u
kwituje	k f i . t uu . j e
kwot	k f oo d
kwot	k f oo t
kwota	k f oo . t a
kwoty	k f oo . t y
kwotę	k f oo . t e
Kędzierzawska	k e ni . dzi e . rZ aa . f s k a
Kętrzyna	k e n . t Sz yy . n a
kętrzyńskim	k e n . t Sz yy j_ . s c i m
kładąc	k w aa . d o n dz
kładąc	k w aa . d o n ts
kładło	k w aa . d w o
kłamcy	k w aa m . ts y
kłamcą	k w aa m . ts o w_
kłamcę	k w aa m . ts e
kłamią	k w aa m . j o w_
kłamliwa	k w a m . l ii . v a
kłamstw	k w aa m s t f
kłamstw	k w aa m z d v
kłamstwa	k w aa m . s t f a
kłamstwo	k w aa m . s t f o
kłopotliwego	k w o . p o . t l i . v ee . g o
kłopoty	k w o . p oo . t y
kłopotów	k w o . p oo . t u f
kłopotów	k w o . p oo . t u v
kłóciło	k w u . tsi ii . w o
kłótni	k w uu . t ni i
kłótnia	k w uu . t ni a
kłótnie	k w uu . t ni e
La	l aa
Labirynt	l a . b ii . r y n d
Labirynt	l a . b ii . r y n t
labiryntu	l a . b i . r yy n . t u
laboratoriach	l a . b o . r a . t oo r . j a x
laboratoryjnej	l a . b o . r a . t o . r yy j . n e j
Labska	l aa . p s k a
Labskiej	l aa p s . c j e j
lady	l aa . d y
Lammert	l aa . m m e r d
Lammert	l aa . m m e r t
lampom	l aa m . p o m
lampy	l aa m . p y
lamusa	l a . m uu . s a
lamusadr	l a . m uu . s a d r
lamusadr	l a . m uu . s a t r
Lanette	l a . n ee . t t e
laptopie	l a . p t oo . p j e
Larwy	l aa r . v y
Las	l aa s
Las	l aa z
lasach	l aa . s a x
laser	l aa . s e r
lasera	l a . s ee . r a
laserowego	l a . s e . r o . v ee . g o
laserowej	l a . s e . r oo . v e j
lasery	l a . s ee . r y
laserów	l a . s ee . r u f
laserów	l a . s ee . r u v
lasu	l aa . s u
lasów	l aa . s u f
lasów	l aa . s u v
lat	l aa d
lat	l aa t
lata	l aa . t a
latach	l aa . t a x
latami	l a . t aa . m i
latania	l a . t aa . ni a
Latarni	l a . t aa r . ni i
latał	l aa . t a w
latek	l aa . t e g
latek	l aa . t e k
latem	l aa . t e m
latka	l aa . t k a
latkowi	l a . t k oo . v i
latków	l aa . t k u f
latków	l aa . t k u v
latką	l aa . t k o w_
Lato	l aa . t o
Latwowiernych	l a . t f o v . j ee r . n y x
laty	l aa . t y
le	l ee
Lech	l ee x
Lecha	l ee . x a
Lechem	l ee . x e m
Lechosława	l e . x o . s w aa . v a
lecia	l ee . tsi a
leciał	l ee . tsi a w
lecyła	l e . ts yy . w a
lecz	l ee drZ
lecz	l ee tSz
lecze	l ee . tSz e
leczenia	l e . tSz ee . ni a
leczenie	l e . tSz ee . ni e
leczeniu	l e . tSz ee . ni u
Lecznica	l e . tSz ni ii . ts a
Lecznicza	l e . tSz ni ii . tSz a
leczniczej	l e . tSz ni ii . tSz e j
leczniczą	l e . tSz ni ii . tSz o w_
leczy	l ee . tSz y
leczyć	l ee . tSz y dzi
leczyć	l ee . tSz y tsi
leczą	l ee . tSz o w_
lecąc	l ee . ts o n dz
lecąc	l ee . ts o n ts
ledczy	l ee . t tSz y
ledzi	l ee . dzi i
ledzianowie	l e . dzi a . n oo v . j e
ledztwo	l ee . ts t f o
Lee	l ee . e
legalizacji	l e . g a . l i . z aa . ts i
legalizacją	l e . g a . l i . z aa . ts j o w_
legalna	l e . g aa l . n a
legalnie	l e . g aa l . ni e
legalność	l e . g aa l . n o si tsi
legalność	l e . g aa l . n o zi dzi
legalny	l e . g aa l . n y
legalną	l e . g aa l . n o w_
Lege	l ee . g e
legenda	l e . g ee n . d a
legendarny	l e . g e n . d aa r . n y
Legierski	l e . gi j ee r . s c i
legislacyjnych	l e . gi i . s l a . ts yy j . n y x
Legutko	l e . g uu . t k o
Leje	l ee . j e
Lek	l ee g
Lek	l ee k
lekarska	l e . k aa r . s k a
lekarskich	l e . k aa r . s c i x
lekarskie	l e . k aa r . s c j e
lekarskiego	l e . k a r . s c j ee . g o
lekarską	l e . k aa r . s k o w_
Lekarstw	l ee . k a r s t f
Lekarstw	l ee . k a r z d v
lekarstwo	l e . k aa r . s t f o
lekarz	l ee . k a rZ
lekarz	l ee . k a Sz
lekarza	l e . k aa . rZ a
lekarzach	l e . k aa . rZ a x
lekarzami	l e . k a . rZ aa . m i
Lekarze	l e . k aa . rZ e
lekarzem	l e . k aa . rZ e m
lekarzy	l e . k aa . rZ y
lekceważyła	l e . k ts e . v a . rZ yy . w a
lekcja	l ee . k ts j a
Lekcje	l ee . k ts j e
lekcji	l ee . k ts i
leki	l ee . c i
lekkie	l ee . c c j e
lekkiego	l e . c c j ee . g o
lekkością	l e . k k oo si . tsi o w_
lekowych	l e . k oo . v y x
lektury	l e . k t uu . r y
leku	l ee . k u
leków	l ee . k u f
leków	l ee . k u v
Lellouche	l e . l l o . uu . x e
Leonard	l e . oo . n a r d
Leonard	l e . oo . n a r t
Leopold	l e . oo . p o l d
Leopold	l e . oo . p o l t
lepiej	l ee . p j e j
Lepper	l ee . p p e r
Leppera	l e . p p ee . r a
lepsi	l ee . p si i
lepsza	l ee . p Sz a
lepsze	l ee . p Sz e
lepszego	l e . p Sz ee . g o
lepszym	l ee . p Sz y m
Leron	l ee . r o n
Leszek	l ee . Sz e g
Leszek	l ee . Sz e k
letni	l ee . t ni i
letnia	l ee . t ni a
letnie	l ee . t ni e
letniego	l e . t ni ee . g o
letniej	l ee . t ni e j
letnim	l ee . t ni i m
letnią	l ee . t ni o w_
Lewandowska	l e . v a n . d oo . f s k a
Lewandowskiego	l e . v a n . d o f s . c j ee . g o
lewego	l e . v ee . g o
lewej	l ee . v e j
Lewiatan	l e v . j aa . t a n
Lewica	l e . v ii . ts a
lewicowe	l e . v i . ts oo . v e
lewicowo	l e . v i . ts oo . v o
lewicowych	l e . v i . ts oo . v y x
lewicy	l e . v ii . ts y
leżały	l e . rZ aa . w y
leżeć	l ee . rZ e dzi
leżeć	l ee . rZ e tsi
leży	l ee . rZ y
leżącej	l e . rZ oo n . ts e j
Liang	l j aa N_ g
Liang	l j aa N_ k
Lib	l ii b
Lib	l ii p
liberalizacji	l i . b e . r a . l i . z aa . ts i
Liberalna	l i . b e . r aa l . n a
liberalnego	l i . b e . r a l . n ee . g o
liberalnej	l i . b e . r aa l . n e j
liberalni	l i . b e . r aa l . ni i
liberałowie	l i . b e . r a . w oo v . j e
liberałów	l i . b e . r aa . w u f
liberałów	l i . b e . r aa . w u v
Libero	l i . b ee . r o
libertynów	l i . b e r . t yy . n u f
libertynów	l i . b e r . t yy . n u v
Libia	l ii . b j a
libijscy	l i . b ii j . s ts y
Libijski	l i . b ii j . s c i
libijskie	l i . b ii j . s c j e
libijską	l i . b ii j . s k o w_
Libią	l ii . b j o w_
licealny	l i . ts e . aa l . n y
licealnych	l i . ts e . aa l . n y x
licencji	l i . ts ee n . ts i
liceum	l i . ts ee . u m
Lichenska	l i . x ee w_ . s k a
licie	l ii . tsi e
licyła	l i . ts yy . w a
Liczba	l ii . drZ b a
liczbe	l ii . drZ b e
liczbie	l ii . drZ b j e
liczby	l ii . drZ b y
liczbą	l ii . drZ b o w_
Liczbę	l ii . drZ b e
liczne	l ii . tSz n e
licznikowe	l i . tSz ni i . k oo . v e
licznych	l ii . tSz n y x
licznymi	l i . tSz n yy . m i
liczy	l ii . tSz y
Liczymy	l i . tSz yy . m y
liczyć	l ii . tSz y dzi
liczyć	l ii . tSz y tsi
liczyłby	l i . tSz yy w . b y
liczą	l ii . tSz o w_
licząc	l ii . tSz o n dz
licząc	l ii . tSz o n ts
liczącej	l i . tSz oo n . ts e j
liczącą	l i . tSz oo n . ts o w_
Liczę	l ii . tSz e
LiD	l ii d
LiD	l ii t
lider	l ii . d e r
lidera	l i . d ee . r a
liderem	l i . d ee . r e m
liderzy	l i . d ee . rZ y
liderów	l i . d ee . r u f
liderów	l i . d ee . r u v
Ligi	l ii . gi i
Lika	l ii . k a
likwidacje	l i . k f i . d aa . ts j e
likwidacji	l i . k f i . d aa . ts i
likwidacją	l i . k f i . d aa . ts j o w_
likwidację	l i . k f i . d aa . ts j e
likwidować	l i . k f i . d oo . v a dzi
likwidować	l i . k f i . d oo . v a tsi
likwidują	l i . k f i . d uu . j o w_
likwidując	l i . k f i . d uu . j o n dz
likwidując	l i . k f i . d uu . j o n ts
limit	l ii . m i d
limit	l ii . m i t
limitu	l i . m ii . t u
limuzyną	l i . m u . z yy . n o w_
lin	l ii n
Linda	l ii n . d a
line	l ii . n e
liniowym	l i . ni oo . v y m
linię	l ii . ni e
linki	l ii N_ . c i
linowej	l i . n oo . v e j
lipca	l ii . p ts a
lipcowa	l i . p ts oo . v a
lipcowi	l i . p ts oo . v i
lipcu	l ii . p ts u
lipiec	l ii . p j e dz
lipiec	l ii . p j e ts
Lipko	l ii . p k o
Lipstadt	l ii . p s t a d d
Lipstadt	l ii . p s t a t t
Lipszyc	l ii . p Sz y dz
Lipszyc	l ii . p Sz y ts
Lis	l ii s
Lis	l ii z
list	l ii s t
list	l ii z d
listach	l ii s . t a x
liste	l ii s . t e
listem	l ii s . t e m
listonosza	l i s . t o . n oo . Sz a
listonosze	l i s . t o . n oo . Sz e
listonoszy	l i s . t o . n oo . Sz y
listopada	l i s . t o . p aa . d a
listopadzie	l i s . t o . p aa . dzi e
listu	l ii s . t u
listy	l ii s . t y
listę	l ii s . t e
Lisy	l ii . s y
Literackich	l i . t e . r aa . ts c i x
literature	l i . t e . r a . t uu . r e
litrów	l ii . t r u f
litrów	l ii . t r u v
Lizbonie	l i z . b oo . ni e
lizusek	l i . z uu . s e g
lizusek	l i . z uu . s e k
liście	l ii si . tsi e
Loba	l oo . b a
lobby	l oo . b b y
Lockwood	l o . ts k f oo . o d
Lockwood	l o . ts k f oo . o t
lodu	l oo . d u
logina	l o . gi ii . n a
loginy	l o . gi ii . n y
logistyczne	l o . gi i s . t yy . tSz n e
logo	l oo . g o
lojalni	l o . j aa l . ni i
lojalnoa	l o . j a l . n oo . a
lojalności	l o . j a l . n oo si . tsi i
lojalnością	l o . j a l . n oo si . tsi o w_
lokalizacjach	l o . k a . l i . z aa . ts j a x
lokalizować	l o . k a . l i . z oo . v a dzi
lokalizować	l o . k a . l i . z oo . v a tsi
Lokalna	l o . k aa l . n a
lokalnego	l o . k a l . n ee . g o
lokalny	l o . k aa l . n y
lokalnych	l o . k aa l . n y x
lokalnym	l o . k aa l . n y m
lokalowe	l o . k a . l oo . v e
lokum	l oo . k u m
Lombardi	l o m . b aa r . d i
Londynie	l o n . d yy . ni e
Lopez	l oo . p e s
Lopez	l oo . p e z
Los	l oo s
Los	l oo z
losem	l oo . s e m
losów	l oo . s u f
losów	l oo . s u v
lot	l oo d
lot	l oo t
lotnictwa	l o . t ni ii . ts t f a
lotnictwie	l o . t ni ii . ts t f j e
Lotnicze	l o . t ni ii . tSz e
lotniczego	l o . t ni i . tSz ee . g o
lotniczej	l o . t ni ii . tSz e j
lotniczych	l o . t ni ii . tSz y x
lotniczym	l o . t ni ii . tSz y m
lotniska	l o . t ni ii s . k a
lotniskach	l o . t ni ii s . k a x
Lotnisko	l o . t ni ii s . k o
lotnisku	l o . t ni ii s . k u
lotu	l oo . t u
lotów	l oo . t u f
lotów	l oo . t u v
Love	l oo . v e
loverboy	l o . v ee r . b o j
loverboya	l o . v e r . b oo . j a
loverboyach	l o . v e r . b oo . j a x
loverboyami	l o . v e r . b o . j aa . m i
loverboye	l o . v e r . b oo . j e
Loverboys	l o . v ee r . b o j s
Loverboys	l o . v ee r . b o j z
loverboyów	l o . v e r . b oo . j u f
loverboyów	l o . v e r . b oo . j u v
lub	l uu b
lub	l uu p
lubelskiego	l u . b e l . s c j ee . g o
Lubelszczyzny	l u . b e l . Sz tSz yy z . n y
Lubi	l uu . b i
Lubiany	l u . b j aa . n y
lubie	l uu . b j e
lubią	l uu . b j o w_
Lublinie	l u . b l ii . ni e
lubuskiego	l u . b u s . c j ee . g o
lubów	l uu . b u f
lubów	l uu . b u v
ludmi	l uu . d m i
ludności	l u . d n oo si . tsi i
ludność	l uu . d n o si tsi
ludność	l uu . d n o zi dzi
ludobójstwa	l u . d o . b uu j . s t f a
ludowcami	l u . d o f . ts aa . m i
ludu	l uu . d u
Ludwig	l uu . d v i g
Ludwig	l uu . d v i k
ludzi	l uu . dzi i
ludzie	l uu . dzi e
ludziom	l uu . dzi o m
ludzkich	l uu . ts c i x
ludzkie	l uu . ts c j e
ludzkim	l uu . ts c i m
Ludzkości	l u . ts k oo si . tsi i
ludźmi	l uu . dzi m i
Luisem	l u . ii . s e m
lukratywne	l u . k r a . t yy v . n e
lukrowana	l u . k r o . v aa . n a
lukrująca	l u . k r u . j oo n . ts a
lumpenproletaryzacja	l u m . p e n . p r o . l e . t a . r y . z aa . ts j a
Lung	l uu N_ g
Lung	l uu N_ k
lustracyjne	l u s . t r a . ts yy j . n e
lustracyjny	l u s . t r a . ts yy j . n y
lutego	l u . t ee . g o
luty	l uu . t y
lutym	l uu . t y m
Lynn	l yy n
Lyonie	l y . oo . ni e
lądowanie	l o n . d o . v aa . ni e
lądowaniu	l o n . d o . v aa . ni u
lądować	l o n . d oo . v a dzi
lądować	l o n . d oo . v a tsi
lądowały	l o n . d o . v aa . w y
lądowej	l o n . d oo . v e j
lądowiska	l o n . d o . v ii s . k a
lądowisko	l o n . d o . v ii s . k o
lądzie	l oo ni . dzi e
ląsku	l oo w_ . s k u
lęku	l ee N_ . k u
ma	m aa
machinę	m a . x ii . n e
macie	m aa . tsi e
Maciej	m aa . tsi e j
Macierewicz	m a . tsi e . r ee . v i drZ
Macierewicz	m a . tsi e . r ee . v i tSz
Macierewicza	m a . tsi e . r e . v ii . tSz a
Macierewiczowi	m a . tsi e . r e . v i . tSz oo . v i
Macierewiczu	m a . tsi e . r e . v ii . tSz u
macierzynskie	m a . tsi e . rZ yy w_ . s c j e
macierzystej	m a . tsi e . rZ yy s . t e j
Macy	m aa . ts y
Madrycie	m a . d r yy . tsi e
Madrytu	m a . d r yy . t u
maf	m aa f
maf	m aa v
mafią	m aa . f j o w_
mafię	m aa . f j e
magazyn	m a . g aa . z y n
magazynie	m a . g a . z yy . ni e
magazynowi	m a . g a . z y . n oo . v i
Magdalena	m a g . d a . l ee . n a
magiczną	m a . gi ii . tSz n o w_
magisterskich	m a . gi i s . t ee r . s c i x
magnata	m a . g n aa . t a
magnetofon	m a . g n e . t oo . f o n
magnetycznych	m a . g n e . t yy . tSz n y x
mailowo	m e j . l oo . v o
Maj	m aa j
Maja	m aa . j a
majestacie	m a . j e s . t aa . tsi e
Majorce	m a . j oo r . ts e
Majorka	m a . j oo r . k a
Majorki	m a . j oo r . c i
Majtkowski	m a j . t k oo . f s c i
maju	m aa . j u
mają	m aa . j o w_
mając	m aa . j o n dz
mając	m aa . j o n ts
mające	m a . j oo n . ts e
mających	m a . j oo n . ts y x
mającym	m a . j oo n . ts y m
majątek	m a . j oo n . t e g
majątek	m a . j oo n . t e k
majątkowych	m a . j o n . t k oo . v y x
majątku	m a . j oo n . t k u
majątkuJacek	m a . j o n . t k u . j aa . ts e g
